id,fio,flat_id,move_in_date,move_out_date
2311,Федотова Анна Евгеньевна,904,2021-07-21,2077-01-01
2312,Морозов Матвей Дмитриевич,612,2023-06-19,2077-01-01
2313,Крылова Полина Дмитриевна,612,2023-07-19,2077-01-01
2314,Ильин Олег Сергеевич,870,2022-12-23,2077-01-01
2315,Кудрявцев Алексей Алексеевич,870,2023-01-22,2077-01-01
2316,Фомина Дарья Евгеньевна,870,2023-02-21,2077-01-01
2317,Тимофеева Алёна Андреевна,656,2023-03-30,2077-01-01
2318,Соболев Илья Дмитриевич,656,2023-04-29,2077-01-01
2319,Михайлов Денис Евгеньевич,656,2023-05-29,2077-01-01
2320,Анисимова Юлия Ивановна,656,2023-06-28,2077-01-01
2321,Александрова Дарья Сергеевна,362,2021-01-31,2077-01-01
2322,Рябов Руслан Евгеньевич,910,2021-03-30,2077-01-01
2323,Петухова Юлия Павловна,910,2021-04-29,2077-01-01
2324,Лебедева Кристина Михайловна,635,2022-12-28,2077-01-01
2325,Филиппова София Дмитриевна,635,2023-01-27,2077-01-01
2326,Суханов Лев Петрович,635,2023-02-26,2077-01-01
2327,Дорофеев Михаил Андреевич,541,2022-11-30,2077-01-01
2328,Воробьёв Артём Андреевич,541,2022-12-30,2077-01-01
2329,Иванова София Павловна,541,2023-01-29,2077-01-01
2330,Комарова Татьяна Алексеевна,541,2023-02-28,2077-01-01
2331,Кузьмина Ольга Алексеевна,211,2023-04-05,2077-01-01
2332,Миронова Полина Андреевна,117,2022-03-14,2077-01-01
2333,Петухов Кирилл Иванович,117,2022-04-13,2077-01-01
2334,Соловьёв Александр Алексеевич,160,2022-07-22,2077-01-01
2335,Филиппова Валентина Сергеевна,160,2022-08-21,2077-01-01
2336,Миронов Никита Дмитриевич,160,2022-09-20,2077-01-01
2337,Анисимова Наталья Михайловна,659,2021-01-12,2077-01-01
2338,Громов Кирилл Владимирович,659,2021-02-11,2077-01-01
2339,Денисов Егор Сергеевич,659,2021-03-13,2077-01-01
2340,Тарасов Евгений Иванович,659,2021-04-12,2077-01-01
2341,Белоусова Анастасия Петровна,509,2022-06-10,2077-01-01
2342,Фролов Денис Павлович,480,2023-11-15,2077-01-01
2343,Суханова Дарья Николаевна,480,2023-12-15,2077-01-01
2344,Большакова Варвара Ивановна,786,2023-04-28,2077-01-01
2345,Беляева Валентина Ивановна,786,2023-05-28,2077-01-01
2346,Зайцев Сергей Николаевич,786,2023-06-27,2077-01-01
2347,Петухова Вера Ивановна,428,2024-08-09,2077-01-01
2348,Калинина Виктория Ивановна,428,2024-09-08,2077-01-01
2349,Макарова Варвара Александровна,428,2024-10-08,2077-01-01
2350,Романов Иван Евгеньевич,428,2024-11-07,2077-01-01
2351,Петухов Владимир Евгеньевич,74,2021-05-16,2077-01-01
2352,Миронова Людмила Петровна,196,2021-07-30,2077-01-01
2353,Воробьёв Варвара Дмитриевна,196,2021-08-29,2077-01-01
2354,Баранова Светлана Николаевна,436,2023-02-07,2077-01-01
2355,Филиппова Наталья Евгеньевна,436,2023-03-09,2077-01-01
2356,Пономарёв Ольга Петровна,436,2023-04-08,2077-01-01
2357,Сергеев Роман Андреевич,281,2022-09-25,2077-01-01
2358,Куликова Дарья Павловна,281,2022-10-25,2077-01-01
2359,Кузьмина Екатерина Андреевна,281,2022-11-24,2077-01-01
2360,Миронова Александра Михайловна,281,2022-12-24,2077-01-01
2361,Анисимова Полина Александровна,634,2021-08-03,2077-01-01
2362,Калинина Людмила Евгеньевна,280,2021-05-03,2077-01-01
2363,Соболева Кристина Николаевна,280,2021-06-02,2077-01-01
2364,Ильин Виктор Михайлович,813,2023-12-07,2077-01-01
2365,Морозов Марк Николаевич,813,2024-01-06,2077-01-01
2366,Григорьева Екатерина Алексеевна,813,2024-02-05,2077-01-01
2367,Никитин Руслан Сергеевич,429,2021-11-20,2077-01-01
2368,Николаева Варвара Евгеньевна,429,2021-12-20,2077-01-01
2369,Титова Екатерина Михайловна,429,2022-01-19,2077-01-01
2370,Фёдорова Надежда Николаевна,429,2022-02-18,2077-01-01
2371,Дорофеев Артём Николаевич,825,2022-11-02,2077-01-01
2372,Ширяев Марк Павлович,477,2022-04-23,2077-01-01
2373,Миронов Денис Сергеевич,477,2022-05-23,2077-01-01
2374,Волкова Полина Сергеевна,464,2022-01-16,2077-01-01
2375,Кудрявцева Татьяна Дмитриевна,464,2022-02-15,2077-01-01
2376,Попов Матвей Дмитриевич,464,2022-03-17,2077-01-01
2377,Соколова Полина Александровна,834,2022-07-02,2077-01-01
2378,Алексеев Матвей Павлович,834,2022-08-01,2077-01-01
2379,Казаков Денис Андреевич,834,2022-08-31,2077-01-01
2380,Ильина Алёна Владимировна,834,2022-09-30,2077-01-01
2381,Титов Роман Алексеевич,174,2023-05-30,2077-01-01
2382,Николаев Игорь Иванович,190,2022-08-01,2077-01-01
2383,Васильев Иван Николаевич,190,2022-08-31,2077-01-01
2384,Киселёв Александр Петрович,139,2022-03-25,2077-01-01
2385,Ковалёв Дмитрий Евгеньевич,139,2022-04-24,2077-01-01
2386,Рябов Николай Михайлович,139,2022-05-24,2077-01-01
2387,Боброва Мария Петровна,878,2022-10-30,2077-01-01
2388,Сидорова Светлана Сергеевна,878,2022-11-29,2077-01-01
2389,Семёнов Олег Дмитриевич,878,2022-12-29,2077-01-01
2390,Белова Кристина Владимировна,878,2023-01-28,2077-01-01
2391,Королёв Надежда Павловна,804,2021-05-22,2077-01-01
2392,Попова Мария Павловна,583,2023-07-18,2077-01-01
2393,Лебедев Дмитрий Петрович,583,2023-08-17,2077-01-01
2394,Титова Елизавета Евгеньевна,625,2022-02-07,2077-01-01
2395,Николаева София Дмитриевна,625,2022-03-09,2077-01-01
2396,Никитина Наталья Николаевна,625,2022-04-08,2077-01-01
2397,Баранов Евгений Андреевич,832,2022-06-28,2077-01-01
2398,Борисова Наталья Ивановна,832,2022-07-28,2077-01-01
2399,Тимофеева Полина Павловна,832,2022-08-27,2077-01-01
2400,Калинина Мария Ивановна,832,2022-09-26,2077-01-01
2401,Тарасов Олег Евгеньевич,198,2021-03-01,2077-01-01
2402,Шестакова Александра Михайловна,959,2024-08-30,2077-01-01
2403,Степанова Мария Сергеевна,959,2024-09-29,2077-01-01
2404,Коновалов Павел Михайлович,836,2021-06-08,2077-01-01
2405,Голубев Павел Дмитриевич,836,2021-07-08,2077-01-01
2406,Крылова Виктория Ивановна,836,2021-08-07,2077-01-01
2407,Попова Екатерина Андреевна,180,2020-11-30,2077-01-01
2408,Борисова Марина Алексеевна,180,2020-12-30,2077-01-01
2409,Петров Евгений Павлович,180,2021-01-29,2077-01-01
2410,Сергеева Полина Петровна,180,2021-02-28,2077-01-01
2411,Суханова София Сергеевна,549,2022-12-20,2077-01-01
2412,Петров Илья Алексеевич,225,2021-05-08,2077-01-01
2413,Журавлёв Никита Андреевич,225,2021-06-07,2077-01-01
2414,Смирнов Никита Михайлович,894,2022-12-16,2077-01-01
2415,Романова Любовь Евгеньевна,894,2023-01-15,2077-01-01
2416,Павлова Дарья Петровна,894,2023-02-14,2077-01-01
2417,Жукова Валентина Николаевна,359,2022-10-12,2077-01-01
2418,Антонов Павел Павлович,359,2022-11-11,2077-01-01
2419,Давыдова Варвара Павловна,359,2022-12-11,2077-01-01
2420,Рябова Татьяна Павловна,359,2023-01-10,2077-01-01
2421,Алексеев Евгений Николаевич,319,2023-02-20,2077-01-01
2422,Максимова Полина Михайловна,627,2023-08-07,2077-01-01
2423,Семёнов Олег Павлович,627,2023-09-06,2077-01-01
2424,Зайцева Людмила Николаевна,376,2022-09-19,2077-01-01
2425,Миронов Тимофей Петрович,376,2022-10-19,2077-01-01
2426,Соколов Дмитрий Иванович,376,2022-11-18,2077-01-01
2427,Журавлёв Сергей Михайлович,790,2023-12-19,2077-01-01
2428,Тарасова Дарья Ивановна,790,2024-01-18,2077-01-01
2429,Фомина Юлия Павловна,790,2024-02-17,2077-01-01
2430,Белоусов Кирилл Михайлович,790,2024-03-18,2077-01-01
2431,Жуков Кирилл Александрович,400,2023-02-11,2077-01-01
2432,Морозов Максим Евгеньевич,387,2024-04-30,2077-01-01
2433,Денисов Денис Сергеевич,387,2024-05-30,2077-01-01
2434,Яковлев Артём Владимирович,138,2022-10-07,2077-01-01
2435,Филиппова Александра Алексеевна,138,2022-11-06,2077-01-01
2436,Дмитриев Иван Дмитриевич,138,2022-12-06,2077-01-01
2437,Егорова Юлия Михайловна,420,2024-11-16,2077-01-01
2438,Денисов Арсений Алексеевич,420,2024-12-16,2077-01-01
2439,Воробьёв Андрей Иванович,420,2025-01-15,2077-01-01
2440,Михайлова Надежда Владимировна,420,2025-02-14,2077-01-01
2441,Яковлев Арсений Сергеевич,616,2023-10-02,2077-01-01
2442,Виноградова Елизавета Андреевна,445,2023-12-21,2077-01-01
2443,Тимофеев Сергей Михайлович,445,2024-01-20,2077-01-01
2444,Романова Валентина Андреевна,713,2021-11-03,2077-01-01
2445,Боброва Варвара Петровна,713,2021-12-03,2077-01-01
